_id,price
20886,100000
117465,100000
125220,100000
77683,100000
77672,100000
60719,100000
15330,100000
31409,100000
63045,100000
81343,100000
2152,100000
9788,100000
131440,100000
127143,100000
60964,100000
11897,100000
28349,100000
129800,100000
81782,100000
3998,100000
64497,100000
76529,100000
51041,100000
55378,100000
52411,100000
122116,100000
131,100000
135109,100000
48013,100000
28327,100000
58077,100000
18876,100000
143327,100000
125842,100000
65781,100000
80430,100000
132205,100000
2416,100000
119702,100000
1772,100000
78641,100000
66304,100000
4247,100000
24308,100000
61599,100000
118050,100000
118277,100000
27390,100000
29103,100000
137207,100000
20877,100000
128650,100000
4179,100000
73892,100000
43961,100000
17915,100000
62000,100000
130592,100000
115347,100000
12651,100000
137671,100000
110726,100000
113287,100000
62979,100000
124783,100000
1456,100000
79544,100000
72577,100000
114247,100000
43508,100000
9338,100000
41767,100000
1714,100000
81526,100000
20024,100000
76305,100000
118710,100000
22270,100000
144919,100000
116429,100000
44360,100000
124920,100000
144566,100000
141662,100000
118888,100000
17739,100000
112825,100000
33302,100000
132955,100000
65666,100000
135088,100000
143170,100000
81953,100000
31689,100000
72768,100000
13599,100000
40876,100000
15794,100000
52118,100000
79149,100000
56808,100000
48801,100000
9502,100000
4846,100000
136647,100000
43618,100000
139136,100000
22401,100000
52705,100000
52220,100000
10912,100000
24403,100000
55494,100000
77273,100000
26023,100000
52481,100000
67193,100000
20033,100000
41597,100000
38096,100000
39602,100000
144617,100000
27642,100000
70817,100000
64049,100000
3184,100000
82178,100000
130494,100000
62905,100000
18536,100000
68781,100000
32035,100000
75749,100000
44580,100000
140094,100000
45231,100000
134569,100000
49807,100000
8185,100000
10900,100000
38388,100000
38330,100000
141479,100000
63614,100000
70981,100000
59302,100000
113312,100000
83121,100000
36,100000
2551,100000
21698,100000
68419,100000
147172,100000
133464,100000
128110,100000
124937,100000
118294,100000
59759,100000
80782,100000
69674,100000
10778,100000
27530,100000
140123,100000
125765,100000
12045,100000
124968,100000
4618,100000
46626,100000
79683,100000
116391,100000
120920,100000
11351,100000
5827,100000
62405,100000
5257,100000
65876,100000
111004,100000
20962,100000
67021,100000
37547,100000
12672,100000
129803,100000
125295,100000
114069,100000
16852,100000
4876,100000
62617,100000
118775,100000
136603,100000
113712,100000
62954,100000
40685,100000
23616,100000
26883,100000
114428,100000
44796,100000
10423,100000
120869,100000
16473,100000
83106,100000
25827,100000
125938,100000
49612,100000
20053,100000
128485,100000
68229,100000
135405,100000
52394,100000
22945,100000
131894,100000
56024,100000
3605,100000
123135,100000
59270,100000
11790,100000
135659,100000
123498,100000
66593,100000
139497,100000
3972,100000
112914,100000
113314,100000
146922,100000
49939,100000
146684,100000
69182,100000
70756,100000
30089,100000
129662,100000
133107,100000
125839,100000
3871,100000
124995,100000
61284,100000
55551,100000
145942,100000
111141,100000
146056,100000
39819,100000
1816,100000
49659,100000
142410,100000
15601,100000
41743,100000
135166,100000
124755,100000
42254,100000
46072,100000
48596,100000
129111,100000
132111,100000
4377,100000
33656,100000
59941,100000
140097,100000
140407,100000
49392,100000
4406,100000
37707,100000
48014,100000
126355,100000
60569,100000
59065,100000
18348,100000
64703,100000
127728,100000
13881,100000
35544,100000
10005,100000
75843,100000
45168,100000
129078,100000
52970,100000
76277,100000
23695,100000
64151,100000
77515,100000
34866,100000
5174,100000
43098,100000
56587,100000
127908,100000
52093,100000
145456,100000
24352,100000
57277,100000
120276,100000
121344,100000
138042,100000
61960,100000
126112,100000
5009,100000
45735,100000
61730,100000
71377,100000
62178,100000
3264,100000
146589,100000
132129,100000
142925,100000
124202,100000
71448,100000
80038,100000
14301,100000
43286,100000
139066,100000
26551,100000
22193,100000
39112,100000
60097,100000
65478,100000
2811,100000
80108,100000
110676,100000
76630,100000
42917,100000
113474,100000
10609,100000
116277,100000
29806,100000
59083,100000
147151,100000
81819,100000
144312,100000
42967,100000
47944,100000
140837,100000
32837,100000
143148,100000
41846,100000
55854,100000
135777,100000
115944,100000
9170,100000
29218,100000
10875,100000
13908,100000
16109,100000
16631,100000
135715,100000
65171,100000
147111,100000
13396,100000
46262,100000
82746,100000
82088,100000
137230,100000
121843,100000
13372,100000
9614,100000
46905,100000
138088,100000
132164,100000
40182,100000
35634,100000
64799,100000
141215,100000
129332,100000
45312,100000
124878,100000
75277,100000
42901,100000
5906,100000
16740,100000
63075,100000
23341,100000
49396,100000
16295,100000
140448,100000
129443,100000
45766,100000
114930,100000
117193,100000
80491,100000
69318,100000
33742,100000
124193,100000
133054,100000
43828,100000
47247,100000
46331,100000
46020,100000
17593,100000
36620,100000
66488,100000
24230,100000
133630,100000
119597,100000
129037,100000
59409,100000
41189,100000
36592,100000
62708,100000
131352,100000
47751,100000
22372,100000
11119,100000
128983,100000
20677,100000
77325,100000
18796,100000
73647,100000
121103,100000
8906,100000
142210,100000
141126,100000
53878,100000
17125,100000
18750,100000
1656,100000
124712,100000
29905,100000
35478,100000
38724,100000
53539,100000
51379,100000
67049,100000
114418,100000
130874,100000
45317,100000
110390,100000
48,100000
81080,100000
118653,100000
3398,100000
13610,100000
30349,100000
45487,100000
113862,100000
41987,100000
41101,100000
119074,100000
44217,100000
134252,100000
116579,100000
17787,100000
120524,100000
128818,100000
72813,100000
15059,100000
69134,100000
77629,100000
124554,100000
82521,100000
19868,100000
41722,100000
10637,100000
12926,100000
64771,100000
121887,100000
26611,100000
138076,100000
44693,100000
130162,100000
59435,100000
61345,100000
122540,100000
19264,100000
74663,100000
14297,100000
62490,100000
69709,100000
28260,100000
57197,100000
37302,100000
67682,100000
135289,100000
81261,100000
49231,100000
71701,100000
28440,100000
5767,100000
21383,100000
51892,100000
135204,100000
138006,100000
129950,100000
77489,100000
19178,100000
110454,100000
64282,100000
144695,100000
56078,100000
117390,100000
40798,100000
72434,100000
45863,100000
130167,100000
82923,100000
134598,100000
51080,100000
43439,100000
46427,100000
1234,100000
43131,100000
68388,100000
119161,100000
38406,100000
47753,100000
37246,100000
9384,100000
134906,100000
74961,100000
59666,100000
82908,100000
37457,100000
17859,100000
63533,100000
81824,100000
65859,100000
33019,100000
45993,100000
139731,100000
81748,100000
50867,100000
22526,100000
128765,100000
141870,100000
73163,100000
112650,100000
125628,100000
25435,100000
64272,100000
56851,100000
18794,100000
80292,100000
124152,100000
134746,100000
73221,100000
130737,100000
17115,100000
31606,100000
28524,100000
50387,100000
145662,100000
127416,100000
73848,100000
124424,100000
2860,100000
139983,100000
121383,100000
23220,100000
56873,100000
72427,100000
31591,100000
32900,100000
63951,100000
138828,100000
111578,100000
118898,100000
63966,100000
125100,100000
75498,100000
125804,100000
64908,100000
47688,100000
540,100000
82905,100000
43431,100000
144239,100000
35951,100000
32830,100000
53556,100000
145448,100000
16195,100000
79303,100000
80455,100000
40865,100000
51504,100000
27005,100000
130670,100000
13188,100000
56163,100000
20808,100000
23678,100000
82463,100000
30574,100000
64706,100000
23362,100000
33343,100000
75002,100000
51101,100000
145934,100000
120223,100000
78078,100000
68827,100000
64102,100000
10388,100000
79749,100000
37652,100000
68421,100000
67509,100000
25908,100000
40377,100000
8222,100000
135044,100000
132382,100000
112147,100000
141670,100000
129004,100000
56790,100000
60441,100000
135345,100000
12373,100000
8648,100000
135962,100000
16050,100000
76276,100000
121791,100000
57413,100000
123487,100000
35472,100000
9531,100000
54673,100000
11581,100000
26658,100000
71580,100000
77098,100000
26509,100000
62850,100000
28470,100000
133297,100000
45439,100000
26050,100000
60174,100000
15068,100000
15578,100000
15431,100000
17252,100000
43275,100000
1848,100000
144391,100000
6685,100000
43586,100000
10649,100000
132596,100000
28621,100000
123756,100000
13917,100000
5364,100000
10655,100000
143066,100000
6216,100000
131633,100000
257,100000
81304,100000
122221,100000
80726,100000
43341,100000
133083,100000
139881,100000
59714,100000
61138,100000
22215,100000
24800,100000
14415,100000
70505,100000
38760,100000
55627,100000
20195,100000
138667,100000
80566,100000
115144,100000
8689,100000
598,100000
37965,100000
133024,100000
137721,100000
110874,100000
70038,100000
35911,100000
72663,100000
110950,100000
25351,100000
144896,100000
7694,100000
111675,100000
9112,100000
48428,100000
133347,100000
132196,100000
53591,100000
18532,100000
119857,100000
77232,100000
47774,100000
14273,100000
33669,100000
43281,100000
47356,100000
56396,100000
128056,100000
112360,100000
59485,100000
43188,100000
139579,100000
126083,100000
118674,100000
20795,100000
50951,100000
38617,100000
41801,100000
138238,100000
15859,100000
77089,100000
135751,100000
125465,100000
110324,100000
12164,100000
27271,100000
7379,100000
76737,100000
138425,100000
38582,100000
81928,100000
111657,100000
20530,100000
77760,100000
130464,100000
17881,100000
55437,100000
131320,100000
118256,100000
21630,100000
119880,100000
30840,100000
143103,100000
64659,100000
111420,100000
137714,100000
63398,100000
56422,100000
64764,100000
134532,100000
132151,100000
54736,100000
10384,100000
57556,100000
25131,100000
125394,100000
13408,100000
28138,100000
142829,100000
73935,100000
60721,100000
20923,100000
117573,100000
128093,100000
12855,100000
42983,100000
48941,100000
120768,100000
52165,100000
124697,100000
82210,100000
2812,100000
137948,100000
30814,100000
33257,100000
16662,100000
138431,100000
77120,100000
12734,100000
57455,100000
23181,100000
121329,100000
32593,100000
2487,100000
140955,100000
140748,100000
123503,100000
50662,100000
17086,100000
79892,100000
16501,100000
138304,100000
36705,100000
12558,100000
81852,100000
119501,100000
71201,100000
144586,100000
71440,100000
130862,100000
120198,100000
137348,100000
68547,100000
134627,100000
133739,100000
40307,100000
141808,100000
110972,100000
120770,100000
15425,100000
58096,100000
4805,100000
122440,100000
58156,100000
34298,100000
23923,100000
82108,100000
8571,100000
69682,100000
115748,100000
12202,100000
48633,100000
20970,100000
61856,100000
146120,100000
121020,100000
122570,100000
59702,100000
39349,100000
17608,100000
140489,100000
9554,100000
70031,100000
74186,100000
25932,100000
3380,100000
135909,100000
136721,100000
61069,100000
51108,100000
78792,100000
54903,100000
116266,100000
78106,100000
9217,100000
69222,100000
20427,100000
74126,100000
48381,100000
42260,100000
128104,100000
50087,100000
14624,100000
141023,100000
135025,100000
504,100000
134602,100000
61235,100000
80302,100000
69241,100000
74819,100000
35767,100000
20679,100000
58259,100000
73097,100000
49863,100000
80646,100000
126336,100000
127968,100000
6460,100000
35775,100000
20957,100000
32143,100000
61093,100000
12679,100000
16092,100000
18102,100000
30132,100000
132664,100000
54951,100000
33862,100000
74654,100000
111721,100000
12928,100000
42851,100000
35119,100000
8351,100000
128055,100000
138508,100000
54058,100000
126930,100000
113183,100000
44843,100000
125151,100000
144614,100000
18303,100000
40582,100000
55394,100000
129885,100000
13892,100000
123084,100000
123282,100000
35449,100000
